Country,IP,PrefixLength,Version
UZ,2001:678:188::,48,ipv6
UZ,2001:678:c3c::,48,ipv6
UZ,2001:67c:db4::,48,ipv6
UZ,2001:7f8:110::,48,ipv6
UZ,2001:7f8:131::,48,ipv6
UZ,2001:7f8:14f::,48,ipv6
UZ,2a00:8840::,29,ipv6
UZ,2a02:a98::,32,ipv6
UZ,2a02:f10::,32,ipv6
UZ,2a02:c8c0::,29,ipv6
UZ,2a02:dec0::,29,ipv6
UZ,2a02:f7c0::,29,ipv6
UZ,2a03:540::,32,ipv6
UZ,2a03:1020::,32,ipv6
UZ,2a03:3240::,32,ipv6
UZ,2a03:46e0::,32,ipv6
UZ,2a03:8ee0::,32,ipv6
UZ,2a04:1b80::,32,ipv6
UZ,2a05:45c0::,29,ipv6
UZ,2a06:88c0::,32,ipv6
UZ,2a07:4b80::,32,ipv6
UZ,2a07:93c0::,29,ipv6
UZ,2a07:edc0::,29,ipv6
UZ,2a09:6700::,29,ipv6
UZ,2a09:adc0::,29,ipv6
UZ,2a09:e280::,29,ipv6
UZ,2a09:f380::,29,ipv6
UZ,2a0a:bc0::,29,ipv6
UZ,2a0a:8700::,29,ipv6
UZ,2a0b:1c80::,29,ipv6
UZ,2a0b:4f80::,29,ipv6
UZ,2a0b:9540::,29,ipv6
UZ,2a0c:5d80::,29,ipv6
UZ,2a0c:fd40::,29,ipv6
UZ,2a0d:d140::,29,ipv6
UZ,2a0e:17c0::,29,ipv6
UZ,2a0e:9f00::,29,ipv6
UZ,2a0f:7f40::,29,ipv6
UZ,2a0f:f440::,32,ipv6
UZ,2a10:8ec0::,32,ipv6
UZ,2a12:5080::,29,ipv6
UZ,2a12:6b40::,29,ipv6
UZ,2a13:98c0::,29,ipv6
UZ,2a13:9fc0::,29,ipv6
UZ,2a13:f100::,29,ipv6
UZ,2a14:4a00::,29,ipv6
UZ,2a14:8a80::,29,ipv6
