Country,IP,PrefixLength,Version
MR,2c0f:2240::,32,ipv6
MR,2c0f:2540::,32,ipv6
MR,2c0f:2640::,32,ipv6
MR,2c0f:4e80::,32,ipv6
MR,2c0f:f998::,32,ipv6
